,tenure,MonthlyCharges,OnlineSecurity,InternetService,Contract,TechSupport,Churn Probability
1786,44,61.5,Yes,DSL,One year,No,0.16700326480385355
1787,42,69.4,Yes,DSL,Month-to-month,No,0.351330283955871
1788,72,24.75,No internet service,No,Two year,No internet service,0.017200866124773655
1789,71,91.05,Yes,DSL,Two year,Yes,0.040408512791436375
1790,19,89.65,No,Fiber optic,Month-to-month,No,0.7406158294062624
1791,23,73.65,No,DSL,Month-to-month,Yes,0.3498115168810016
1792,30,19.4,No internet service,No,Two year,No internet service,0.0383575706218087
1793,35,26.2,No internet service,No,One year,No internet service,0.06054447413025853
1794,10,98.7,Yes,Fiber optic,Month-to-month,No,0.6588820908810038
1795,1,43.85,No,DSL,Month-to-month,No,0.7192166106724185
1796,22,69.7,No,Fiber optic,Month-to-month,No,0.7187125741893075
1797,7,38.55,Yes,DSL,Two year,No,0.12721623215132638
1798,36,53.1,Yes,DSL,Two year,Yes,0.054341636890815316
1799,34,20.65,No internet service,No,Month-to-month,No internet service,0.19493488409917853
1800,72,64.45,Yes,DSL,Two year,No,0.06486364402141438
1801,36,25.1,No internet service,No,Two year,No internet service,0.026698848329897718
1802,1,76.35,No,Fiber optic,Month-to-month,No,0.8488421431713102
1803,23,79.15,No,Fiber optic,Month-to-month,No,0.724507079179748
1804,32,85.0,No,Fiber optic,Month-to-month,No,0.7182645154065425
1805,71,95.15,Yes,Fiber optic,One year,Yes,0.24039753781354084
1806,23,79.35,No,Fiber optic,Month-to-month,No,0.724507079179748
1807,17,96.65,No,Fiber optic,One year,No,0.39006977312284213
1808,1,75.5,No,DSL,Month-to-month,Yes,0.5310062204255726
1809,12,19.7,No internet service,No,Two year,No internet service,0.042427647161106745
1810,72,20.5,No internet service,No,Two year,No internet service,0.018278103832358984
1811,1,19.2,No internet service,No,Month-to-month,No internet service,0.4980223252720165
1812,72,98.35,No,Fiber optic,Two year,No,0.2636749205435753
1813,60,74.35,No,Fiber optic,Month-to-month,No,0.6753594825232755
1814,61,51.35,No,DSL,Two year,Yes,0.08264709403285067
1815,6,45.65,No,DSL,Month-to-month,No,0.6112330079573599
1816,32,85.3,No,Fiber optic,Month-to-month,No,0.7182645154065425
1817,31,86.55,No,Fiber optic,Month-to-month,No,0.7182645154065425
1818,19,73.85,No,Fiber optic,Month-to-month,No,0.7333367720253001
1819,72,20.3,No internet service,No,Two year,No internet service,0.018583275914742094
1820,32,54.2,No,DSL,Month-to-month,No,0.502394338598728
1821,65,90.65,No,Fiber optic,Month-to-month,No,0.68068134254032
1822,45,50.9,Yes,DSL,Month-to-month,No,0.388975700726294
1823,42,25.05,No internet service,No,One year,No internet service,0.0630278136410506
1824,8,74.85,No,Fiber optic,Month-to-month,No,0.8320967126944597
1825,32,20.5,No internet service,No,Two year,No internet service,0.026001195401749163
1826,22,63.55,Yes,DSL,Month-to-month,Yes,0.31089440327627427
1827,57,44.85,No,DSL,Month-to-month,No,0.5058568462765017
1828,1,47.95,Yes,DSL,Month-to-month,No,0.5623585997065529
1829,1,45.1,No,DSL,Month-to-month,No,0.7192166106724185
1830,1,45.0,No,DSL,Month-to-month,No,0.7192166106724185
1831,24,96.0,No,Fiber optic,Month-to-month,Yes,0.5863793904445781
1832,1,20.05,No internet service,No,Month-to-month,No internet service,0.5417752622643071
1833,54,90.05,No,Fiber optic,Month-to-month,No,0.6880200717608876
1834,4,25.3,No internet service,No,Two year,No internet service,0.04657945072226808
1835,65,108.65,Yes,Fiber optic,Two year,Yes,0.177013856865371
1836,56,24.3,No internet service,No,One year,No internet service,0.06759280774125898
1837,45,75.95,Yes,DSL,Month-to-month,No,0.35036594734363574
1838,71,19.7,No internet service,No,Two year,No internet service,0.020989631555678206
1839,59,66.4,Yes,DSL,One year,No,0.1578707267005754
1840,69,35.75,No,DSL,One year,No,0.260757481950509
1841,19,18.8,No internet service,No,One year,No internet service,0.06955422082062884
1842,55,19.4,No internet service,No,Two year,No internet service,0.04794888521109493
1843,38,19.3,No internet service,No,One year,No internet service,0.05916178038108109
1844,10,45.55,No,DSL,Month-to-month,No,0.6035024981496766
1845,47,67.45,Yes,DSL,Month-to-month,No,0.35369442585030314
1846,2,35.1,No,DSL,Month-to-month,No,0.7164967170183998
1847,1,46.2,No,DSL,Month-to-month,No,0.7192166106724185
1848,1,45.15,No,DSL,Month-to-month,No,0.7192166106724185
1849,1,43.3,No,DSL,Month-to-month,No,0.7196369005274911
1850,46,20.1,No internet service,No,Two year,No internet service,0.026684466487658418
1851,38,57.15,Yes,DSL,Month-to-month,No,0.3943834232214719
1852,65,58.9,Yes,DSL,Two year,Yes,0.05008197039003341
1853,19,73.2,Yes,Fiber optic,Month-to-month,No,0.5554191689473243
1854,52,85.35,No,Fiber optic,Month-to-month,No,0.7023276538613513
1855,71,19.45,No internet service,No,Two year,No internet service,0.025118702765977153
1856,1,45.95,No,DSL,Month-to-month,No,0.7192166106724185
1857,52,50.5,No,DSL,Month-to-month,Yes,0.35989128747574206
1858,6,25.1,No internet service,No,One year,No internet service,0.08049586813227898
1859,26,60.7,No,DSL,One year,No,0.2502247618980651
1860,48,99.0,No,Fiber optic,One year,No,0.3737629556621826
1861,64,104.4,Yes,Fiber optic,One year,Yes,0.31611418776145234
1862,3,83.75,No,Fiber optic,Month-to-month,No,0.8393672569106514
1863,1,44.05,No,DSL,Month-to-month,No,0.7192166106724185
1864,72,24.1,No internet service,No,Two year,No internet service,0.015396350102432168
1865,1,45.55,No,DSL,Month-to-month,No,0.7192166106724185
1866,51,93.8,Yes,Fiber optic,Month-to-month,No,0.4953671873818027
1867,41,19.7,No internet service,No,Two year,No internet service,0.027900818153527466
1868,72,70.65,Yes,DSL,Two year,No,0.06410633586011406
1869,43,86.45,Yes,DSL,Two year,Yes,0.04884773460326973
1870,72,114.1,Yes,Fiber optic,Two year,Yes,0.08727017744760085
1871,47,95.2,No,Fiber optic,One year,No,0.3674397358192377
1872,72,88.55,Yes,DSL,Two year,Yes,0.03794618393421254
1873,3,20.75,No internet service,No,Month-to-month,No internet service,0.32384541854360194
1874,1,70.05,No,Fiber optic,Month-to-month,No,0.8442330362166276
1875,2,86.0,No,Fiber optic,Month-to-month,No,0.8411106652424587
1876,26,44.65,Yes,DSL,Month-to-month,No,0.41178818576294024
1877,29,60.2,Yes,DSL,Month-to-month,No,0.37429350734753597
1878,35,100.5,Yes,Fiber optic,Month-to-month,Yes,0.42711319900838146
1879,27,55.45,Yes,DSL,One year,No,0.1677288022010848
1880,24,70.3,Yes,DSL,Month-to-month,Yes,0.2833664681921379
1881,67,60.4,Yes,DSL,Two year,Yes,0.047382053631994776
1882,16,72.65,No,Fiber optic,Month-to-month,No,0.7904149113412876
1883,23,55.8,No,DSL,One year,No,0.2652080269120653
1884,14,31.1,No,DSL,Month-to-month,No,0.5852518154702248
1885,1,21.0,No internet service,No,Month-to-month,No internet service,0.4603477123570406
1886,1,45.1,No,DSL,Month-to-month,No,0.7192166106724185
1887,4,50.95,No,DSL,Month-to-month,No,0.7026621381341829
1888,16,69.1,Yes,DSL,Month-to-month,No,0.4059609454446048
1889,46,43.95,No,DSL,Month-to-month,No,0.5065172340016543
1890,68,86.5,Yes,DSL,Two year,Yes,0.04439513795200273
1891,38,69.95,Yes,DSL,Month-to-month,Yes,0.2803844149697021
1892,30,50.4,No,DSL,Month-to-month,No,0.5033456322808402
1893,5,78.95,No,Fiber optic,Month-to-month,No,0.8357465199836637
1894,17,90.95,No,Fiber optic,Month-to-month,No,0.759051225490958
1895,4,19.9,No internet service,No,Two year,No internet service,0.0529636978614452
1896,12,20.15,No internet service,No,One year,No internet service,0.06977405310217258
1897,72,90.6,Yes,DSL,Two year,Yes,0.03794618393421254
1898,3,92.0,No,Fiber optic,Month-to-month,No,0.8394288769312089
1899,56,94.45,No,Fiber optic,Month-to-month,Yes,0.5299002695191521
1900,41,24.85,No internet service,No,One year,No internet service,0.057924661849645745
1901,40,36.0,No,DSL,One year,Yes,0.2212022466078392
1902,7,78.5,Yes,DSL,Month-to-month,Yes,0.3521351445525776
1903,69,19.95,No internet service,No,Two year,No internet service,0.020979093788058158
1904,7,20.65,No internet service,No,One year,No internet service,0.07211030999379278
1905,5,30.5,No,DSL,Month-to-month,No,0.6630927416455484
1906,72,106.1,Yes,Fiber optic,Two year,Yes,0.09101108202830716
1907,44,20.5,No internet service,No,One year,No internet service,0.05838333743916274
1908,65,95.5,No,Fiber optic,One year,No,0.37240407189652064
1909,3,64.6,No,DSL,Month-to-month,Yes,0.514524597332211
1910,24,51.1,No,DSL,Month-to-month,Yes,0.3695401627152281
1911,44,84.8,No,Fiber optic,Month-to-month,No,0.7075769384604166
1912,72,89.1,Yes,DSL,Two year,Yes,0.03794618393421254
1913,24,54.95,Yes,DSL,Month-to-month,Yes,0.31624022065842194
1914,1,50.9,No,DSL,Month-to-month,No,0.7179250137906023
1915,22,20.45,No internet service,No,Month-to-month,No internet service,0.20286979909557182
1916,70,85.95,No,DSL,Two year,Yes,0.07973806427125595
1917,25,60.35,No,DSL,Month-to-month,No,0.4649933668537084
1918,37,19.8,No internet service,No,Two year,No internet service,0.027513541549474437
1919,22,85.35,No,Fiber optic,Month-to-month,No,0.7306704316386816
1920,59,72.1,No,DSL,Two year,Yes,0.0784708372647551
1921,49,99.8,No,Fiber optic,Month-to-month,No,0.7102158388451207
1922,47,107.35,No,Fiber optic,Month-to-month,Yes,0.5687780131099682
1923,31,19.55,No internet service,No,Month-to-month,No internet service,0.2543013369779215
1924,1,81.05,No,Fiber optic,Month-to-month,No,0.8492121482010723
1925,3,20.5,No internet service,No,Month-to-month,No internet service,0.3403101487259039
1926,53,111.8,No,Fiber optic,One year,Yes,0.3866490124029323
1927,1,20.2,No internet service,No,Month-to-month,No internet service,0.5511693661797352
1928,20,19.7,No internet service,No,One year,No internet service,0.056891022370911495
1929,3,79.1,Yes,Fiber optic,Month-to-month,No,0.6076816482690405
1930,51,19.85,No internet service,No,One year,No internet service,0.058349928749930884
1931,51,60.5,Yes,DSL,One year,Yes,0.14705274266787854
1932,13,19.55,No internet service,No,Two year,No internet service,0.038757249419942366
1933,1,20.9,No internet service,No,Month-to-month,No internet service,0.4770612128891418
1934,1,21.05,No internet service,No,Month-to-month,No internet service,0.43467776304134487
1935,63,71.5,Yes,DSL,One year,Yes,0.13894769005374655
1936,3,54.65,No,DSL,Month-to-month,No,0.7094813646509501
1937,46,19.2,No internet service,No,Two year,No internet service,0.03395119186557212
1938,1,49.8,No,DSL,Month-to-month,No,0.7174044949972854
1939,8,25.5,No,DSL,Month-to-month,No,0.5989358094993948
1940,71,20.5,No internet service,No,Two year,No internet service,0.018730761874482447
1941,55,90.4,No,Fiber optic,Month-to-month,No,0.6868776820608894
1942,70,90.25,No,Fiber optic,One year,Yes,0.32072576244242834
1943,2,80.75,No,Fiber optic,Month-to-month,No,0.8407762470214745
1944,67,104.6,Yes,Fiber optic,Two year,Yes,0.15593096677681859
1945,65,91.85,No,Fiber optic,Month-to-month,No,0.68068134254032
1946,14,50.2,No,DSL,Month-to-month,No,0.5806822163870515
1947,20,95.5,No,Fiber optic,Month-to-month,Yes,0.6078221269037336
1948,1,75.35,No,Fiber optic,Month-to-month,No,0.8481028228053675
1949,1,75.45,No,Fiber optic,Month-to-month,No,0.8482979285419895
1950,49,95.4,No,Fiber optic,Month-to-month,No,0.708217745143729
1951,72,101.3,Yes,Fiber optic,Two year,No,0.10364810628835684
1952,46,53.1,Yes,DSL,Month-to-month,No,0.388975700726294
1953,24,84.85,No,Fiber optic,Month-to-month,No,0.7267128667319749
1954,5,34.25,No,DSL,Month-to-month,Yes,0.49772400862654015
1955,33,88.6,No,Fiber optic,Month-to-month,Yes,0.5780793280987431
1956,42,60.15,Yes,DSL,One year,No,0.16613674999318132
1957,23,99.95,Yes,Fiber optic,One year,No,0.2892483649699263
1958,8,70.7,No,Fiber optic,Month-to-month,No,0.8264702675670964
1959,66,54.8,Yes,DSL,One year,No,0.1636428051515864
1960,24,49.55,Yes,DSL,Month-to-month,No,0.4215779993907018
1961,24,54.8,No,DSL,Month-to-month,No,0.5088002503990148
1962,69,78.6,Yes,DSL,One year,Yes,0.14405455420671343
1963,53,100.3,No,Fiber optic,One year,No,0.4087570892733917
1964,60,53.6,Yes,DSL,Two year,No,0.0805462073196936
1965,7,81.1,No,Fiber optic,Month-to-month,No,0.8349569708997615
1966,20,19.35,No internet service,No,One year,No internet service,0.05965677777325753
1967,23,85.6,No,Fiber optic,Month-to-month,No,0.7267128667319749
1968,72,80.8,Yes,DSL,Two year,Yes,0.037919969684711535
1969,11,74.95,No,Fiber optic,Month-to-month,No,0.8231563552046222
1970,21,19.6,No internet service,No,Two year,No internet service,0.03156865519683859
1971,1,93.55,No,Fiber optic,Month-to-month,No,0.8495225588518434
1972,31,90.7,No,Fiber optic,Month-to-month,No,0.7195918413539798
1973,57,69.75,No,DSL,Two year,Yes,0.08154507113005822
1974,45,20.0,No internet service,No,Two year,No internet service,0.026684466487658418
1975,10,95.25,No,Fiber optic,Month-to-month,No,0.8336516375692432
1976,58,102.1,No,Fiber optic,Month-to-month,Yes,0.5416230009496007
1977,14,19.95,No internet service,No,Month-to-month,No internet service,0.30888159801161674
1978,27,80.85,Yes,DSL,One year,Yes,0.152254585879581
1979,14,90.9,No,Fiber optic,Month-to-month,No,0.8169427811499426
1980,12,29.2,No,DSL,Month-to-month,No,0.5872483502984132
1981,69,93.3,No,Fiber optic,Two year,Yes,0.18421314548376383
1982,25,89.15,No,Fiber optic,Month-to-month,No,0.727811165714342
1983,58,108.85,Yes,Fiber optic,One year,No,0.32522392403078676
1984,35,46.35,Yes,DSL,Two year,Yes,0.05456832895278217
1985,16,84.75,No,Fiber optic,Month-to-month,No,0.7967035566232779
1986,45,78.75,No,DSL,One year,No,0.2532015114284943
1987,17,83.55,No,Fiber optic,Month-to-month,No,0.7558857705402293
1988,1,45.7,No,DSL,Month-to-month,No,0.7192166106724185
1989,22,19.6,No internet service,No,One year,No internet service,0.05684801455130793
1990,1,69.95,No,Fiber optic,Month-to-month,No,0.8442330362166276
1991,67,67.85,Yes,DSL,Two year,Yes,0.047382053631994776
1992,67,105.65,No,Fiber optic,Two year,Yes,0.21547251460453534
1993,2,44.6,No,DSL,Month-to-month,No,0.7160764271633275
1994,23,74.95,No,Fiber optic,Month-to-month,No,0.724507079179748
1995,9,75.5,No,Fiber optic,Month-to-month,No,0.8313847341673298
1996,5,20.15,No internet service,No,Month-to-month,No internet service,0.3250294580246988
1997,54,45.2,Yes,DSL,Two year,Yes,0.05412852046511352
1998,57,95.25,No,Fiber optic,Two year,No,0.28675719174541336
1999,24,89.85,No,Fiber optic,Month-to-month,No,0.7282189888146144
2000,49,100.45,No,Fiber optic,One year,No,0.4024332762850771
2001,5,47.15,No,DSL,Month-to-month,No,0.6629039632014508
2002,2,80.2,No,Fiber optic,Month-to-month,No,0.8410067164724059
2003,4,87.1,No,Fiber optic,Month-to-month,Yes,0.7128059946165312
2004,70,79.25,Yes,DSL,Two year,Yes,0.045607693176881965
2005,5,75.9,No,Fiber optic,Month-to-month,No,0.834714911152198
2006,53,85.7,Yes,DSL,Month-to-month,Yes,0.26053180906822654
2007,47,98.75,Yes,Fiber optic,Month-to-month,No,0.5149384342073392
2008,31,20.1,No internet service,No,One year,No internet service,0.05406157437407218
2009,13,61.8,No,DSL,Month-to-month,Yes,0.43313766271565035
2010,28,49.9,No,DSL,Month-to-month,No,0.5033456322808402
2011,10,86.45,No,Fiber optic,Month-to-month,No,0.8336756451394561
2012,38,20.4,No internet service,No,Two year,No internet service,0.02630058151000456
2013,1,45.3,No,DSL,Month-to-month,No,0.7192166106724185
2014,67,104.1,No,Fiber optic,One year,No,0.41274011630669366
2015,52,75.4,Yes,DSL,One year,No,0.16589383854825396
2016,62,108.15,Yes,Fiber optic,Two year,Yes,0.17371989402555205
2017,16,86.25,No,Fiber optic,Month-to-month,No,0.7974409679621489
2018,5,81.0,No,Fiber optic,Month-to-month,No,0.8357065650463538
2019,12,95.7,No,Fiber optic,One year,No,0.41908010446293426
2020,72,116.85,Yes,Fiber optic,Two year,Yes,0.08311861882739946
2021,71,105.75,No,Fiber optic,One year,Yes,0.3730534475404903
2022,24,20.15,No internet service,No,One year,No internet service,0.055546907209888495
2023,15,19.6,No internet service,No,Two year,No internet service,0.038839043067427845
2024,67,90.6,Yes,Fiber optic,One year,No,0.245640185763085
2025,2,60.95,Yes,DSL,Month-to-month,No,0.5199896166603951
2026,5,25.05,No,DSL,Month-to-month,No,0.6608766963868814
2027,15,88.15,No,Fiber optic,Month-to-month,No,0.8144544388338245
2028,1,20.2,No internet service,No,Month-to-month,No internet service,0.5511693661797352
2029,41,60.3,Yes,DSL,One year,No,0.16594926722505338
2030,43,63.95,Yes,DSL,Month-to-month,No,0.3586686497291908
2031,1,74.3,No,Fiber optic,Month-to-month,No,0.8481028228053675
2032,1,70.6,No,Fiber optic,Month-to-month,No,0.8442330362166276
2033,26,90.8,No,Fiber optic,Month-to-month,No,0.7215402099118047
2034,22,79.35,No,Fiber optic,Month-to-month,No,0.7288352982975911
2035,71,90.55,Yes,DSL,Two year,Yes,0.040408512791436375
2036,7,19.45,No internet service,No,Two year,No internet service,0.0505886435754406
2037,28,64.45,No,DSL,Month-to-month,Yes,0.34226789296108306
2038,16,69.65,No,Fiber optic,Month-to-month,No,0.7882299688322202
2039,7,19.5,No internet service,No,One year,No internet service,0.080835159571351
2040,69,110.5,No,Fiber optic,Two year,Yes,0.2220117341943832
2041,1,24.7,No,DSL,Month-to-month,No,0.7195989161687896
2042,3,77.4,Yes,DSL,Month-to-month,No,0.48680574602296417
2043,21,96.8,No,Fiber optic,Month-to-month,No,0.7359846774153365
2044,69,85.4,No,Fiber optic,Month-to-month,No,0.6800865713221578
2045,71,47.6,Yes,DSL,Two year,Yes,0.04584934812533599
2046,69,19.4,No internet service,No,Two year,No internet service,0.04177271662937348
2047,48,103.85,No,Fiber optic,Month-to-month,Yes,0.5612678171771783
2048,47,83.35,No,Fiber optic,Month-to-month,No,0.7035552101797085
2049,2,49.4,No,DSL,Month-to-month,No,0.7142643114881945
2050,45,108.45,Yes,Fiber optic,Month-to-month,Yes,0.4071273716891969
2051,51,81.0,No,Fiber optic,Month-to-month,No,0.6970053443329277
2052,22,79.2,Yes,DSL,Month-to-month,Yes,0.2975789452574222
2053,72,86.65,Yes,DSL,Two year,Yes,0.03794618393421254
2054,37,92.95,No,Fiber optic,Month-to-month,No,0.7158347709610053
2055,71,90.35,Yes,DSL,Two year,Yes,0.040408512791436375
2056,7,48.7,No,DSL,Month-to-month,No,0.6044163727432198
2057,66,25.15,No internet service,No,Two year,No internet service,0.01996511499899186
2058,51,76.4,Yes,DSL,One year,Yes,0.15026751235259142
2059,30,19.55,No internet service,No,One year,No internet service,0.054493255267756786
2060,34,85.35,No,Fiber optic,Month-to-month,No,0.7159759853932658
2061,64,24.8,No internet service,No,Two year,No internet service,0.018877654051292454
2062,65,103.15,No,Fiber optic,One year,No,0.4153759293059186
2063,47,100.75,Yes,Fiber optic,Month-to-month,Yes,0.40359888718549014
2064,1,95.6,Yes,Fiber optic,Month-to-month,No,0.6712884820990522
2065,49,59.75,Yes,DSL,Month-to-month,No,0.36236905628363286
2066,67,94.1,No,Fiber optic,Two year,Yes,0.20099808956532642
2067,39,19.35,No internet service,No,One year,No internet service,0.05640952115426454
2068,14,19.9,No internet service,No,Month-to-month,No internet service,0.31477700141542714
2069,43,108.15,Yes,Fiber optic,Month-to-month,Yes,0.42509724070544086
2070,56,101.05,No,Fiber optic,Month-to-month,No,0.6877014186777963
2071,14,59.1,No,DSL,One year,Yes,0.26643551378982594
2072,1,71.35,No,Fiber optic,Month-to-month,No,0.8451142665846787
2073,16,55.85,Yes,DSL,One year,No,0.1913459198408839
2074,70,106.05,Yes,Fiber optic,Month-to-month,No,0.4484076667819207
2075,72,84.1,Yes,DSL,Two year,No,0.06547529916384773
2076,23,75.3,No,Fiber optic,Month-to-month,No,0.724507079179748
2077,21,24.7,No internet service,No,Month-to-month,No internet service,0.1804411230468712
2078,1,20.15,No internet service,No,Month-to-month,No internet service,0.5511693661797352
2079,1,69.75,No,Fiber optic,Month-to-month,No,0.8442330362166276
2080,32,93.2,No,Fiber optic,Month-to-month,No,0.7195918413539798
2081,17,80.85,No,Fiber optic,Month-to-month,No,0.7545228528038183
2082,4,33.65,Yes,DSL,Month-to-month,No,0.5217816440960575
2083,36,55.8,No,DSL,One year,No,0.25783814878245226
2084,50,39.7,No,DSL,Two year,Yes,0.08906657780665952
2085,48,29.5,No,DSL,Month-to-month,Yes,0.364553561766282
2086,50,20.15,No internet service,No,Two year,No internet service,0.027389979946233094
2087,72,79.55,Yes,DSL,Two year,Yes,0.038999605290339044
2088,10,24.8,No internet service,No,Month-to-month,No internet service,0.2344060694053018
2089,18,19.65,No internet service,No,Month-to-month,No internet service,0.2657572766752132
2090,1,79.95,No,Fiber optic,Month-to-month,No,0.8494426176520037
2091,1,19.3,No internet service,No,Month-to-month,No internet service,0.5335560999852944
2092,9,94.05,No,Fiber optic,Month-to-month,No,0.8336516375692432
2093,2,90.75,Yes,Fiber optic,Month-to-month,No,0.6108033950819067
2094,40,78.85,No,Fiber optic,Month-to-month,Yes,0.55229243379545
2095,69,99.5,No,Fiber optic,One year,No,0.3881163548094472
2096,37,99.2,Yes,Fiber optic,One year,Yes,0.2824317870826109
2097,18,80.55,No,Fiber optic,Month-to-month,No,0.7353938379383947
2098,11,70.2,No,Fiber optic,Month-to-month,No,0.8170178247550252
2099,8,85.2,No,Fiber optic,Month-to-month,No,0.834387623666586
2100,3,75.25,No,Fiber optic,Month-to-month,No,0.838032413023903
2101,55,59.45,Yes,DSL,One year,No,0.16509688484671645
2102,33,93.35,No,Fiber optic,Month-to-month,No,0.7181873729142042
2103,46,44.95,No,DSL,Month-to-month,No,0.5065172340016543
2104,34,26.1,No internet service,No,Two year,No internet service,0.02440279815238087
2105,3,20.2,No internet service,No,Month-to-month,No internet service,0.3803368291730932
2106,30,21.25,No internet service,No,Two year,No internet service,0.029292196824017996
2107,33,59.4,Yes,DSL,One year,Yes,0.14855675784092248
2108,45,95.0,No,Fiber optic,One year,No,0.3658177571766614
2109,40,61.9,Yes,DSL,Month-to-month,Yes,0.29415541747132595
2110,71,118.65,Yes,Fiber optic,Two year,Yes,0.1413621316401947
2111,1,54.35,No,DSL,Month-to-month,No,0.7169737201084899
2112,72,64.45,Yes,DSL,Two year,Yes,0.03989276964062609
2113,22,80.15,No,Fiber optic,Month-to-month,No,0.7282883923463379
2114,46,20.2,No internet service,No,One year,No internet service,0.05760844857899272
2115,55,21.0,No internet service,No,Two year,No internet service,0.033411969640769514
2116,1,20.45,No internet service,No,Month-to-month,No internet service,0.4836143544162318
2117,12,75.85,No,DSL,One year,Yes,0.2744586017201061
2118,31,80.45,No,Fiber optic,Month-to-month,No,0.7131726753290502
2119,5,24.95,No,DSL,Month-to-month,No,0.6608766963868814
2120,67,75.5,Yes,DSL,Two year,No,0.0720643217611684
2121,1,44.45,No,DSL,Month-to-month,No,0.7192166106724185
2122,40,42.35,Yes,DSL,One year,No,0.17196866011258927
2123,41,74.55,Yes,DSL,Month-to-month,No,0.3618020374059789
2124,1,75.3,No,Fiber optic,Month-to-month,No,0.8481028228053675
2125,51,94.8,Yes,Fiber optic,One year,No,0.2548970540230355
2126,42,48.15,Yes,DSL,Two year,Yes,0.05626373226855589
2127,23,19.65,No internet service,No,One year,No internet service,0.054620730564957656
2128,1,70.55,No,Fiber optic,Month-to-month,No,0.8442330362166276
2129,1,20.15,No internet service,No,Month-to-month,No internet service,0.5511693661797352
2130,56,106.6,Yes,Fiber optic,Month-to-month,No,0.456051353086994
2131,15,91.0,No,Fiber optic,Month-to-month,No,0.8141816406333978
2132,12,25.4,No internet service,No,Two year,No internet service,0.034683725174523415
2133,54,69.95,Yes,DSL,Two year,Yes,0.051170284311936896
2134,7,66.85,No,DSL,Month-to-month,No,0.5529695297141557
2135,33,86.15,No,Fiber optic,Month-to-month,No,0.7174696937890417
2136,16,20.15,No internet service,No,Month-to-month,No internet service,0.30913064856049116
2137,21,64.85,Yes,DSL,One year,No,0.1764835946737298
2138,30,74.85,No,DSL,Two year,No,0.1701646683795012
2139,3,50.5,No,DSL,Month-to-month,Yes,0.5508226634579149
2140,11,72.9,No,Fiber optic,Month-to-month,No,0.8182600120906317
2141,62,115.05,Yes,Fiber optic,One year,Yes,0.3268245373384805
2142,18,19.0,No internet service,No,Month-to-month,No internet service,0.26363026924813815
2143,6,19.55,No internet service,No,Month-to-month,No internet service,0.3227308241515915
2144,46,101.1,No,Fiber optic,One year,No,0.40100079031377145
2145,21,84.1,No,Fiber optic,Month-to-month,No,0.7310037367293415
2146,68,24.15,No internet service,No,Two year,No internet service,0.01655450945948861
2147,1,50.1,No,DSL,Month-to-month,No,0.7174044949972854
2148,25,74.6,No,Fiber optic,Month-to-month,No,0.7237139707016725
2149,24,19.75,No internet service,No,Two year,No internet service,0.03154729455902212
2150,30,85.0,No,Fiber optic,Month-to-month,No,0.7182645154065425
2151,2,80.55,No,Fiber optic,Month-to-month,No,0.8407762470214745
2152,51,106.8,No,Fiber optic,One year,No,0.40896816676937864
2153,57,84.5,Yes,DSL,Two year,Yes,0.04612792288902121
2154,15,25.05,No internet service,No,Two year,No internet service,0.03653059544989549
2155,72,83.7,Yes,DSL,Two year,Yes,0.037919969684711535
2156,2,75.8,No,Fiber optic,Month-to-month,No,0.8404062419917125
2157,28,96.6,No,Fiber optic,Month-to-month,No,0.7222239355454587
2158,29,98.5,No,Fiber optic,Month-to-month,No,0.7222239355454587
2159,70,101.1,Yes,Fiber optic,Two year,Yes,0.1358239772178921
2160,13,20.2,No internet service,No,One year,No internet service,0.06682120338605135
2161,59,94.05,Yes,Fiber optic,One year,Yes,0.25106714511773753
2162,13,95.25,No,Fiber optic,Month-to-month,No,0.8233580604771691
2163,7,74.4,No,Fiber optic,Month-to-month,No,0.8330004781486192
2164,62,81.0,Yes,DSL,Two year,Yes,0.044438831106445566
2165,21,60.25,Yes,DSL,One year,Yes,0.15933698914350766
2166,2,60.85,No,DSL,Month-to-month,No,0.666645269703023
2167,1,43.95,No,DSL,Month-to-month,No,0.7192166106724185
2168,4,86.05,No,Fiber optic,Month-to-month,No,0.8397016751316355
2169,19,20.25,No internet service,No,One year,No internet service,0.0590403945777227
2170,30,85.15,No,Fiber optic,Month-to-month,Yes,0.5800321133550266
2171,67,19.4,No internet service,No,Two year,No internet service,0.042569172960952785
2172,72,102.65,Yes,Fiber optic,Two year,No,0.10847707965597432
2173,53,19.9,No internet service,No,Two year,No internet service,0.032335434410777644
2174,5,19.55,No internet service,No,One year,No internet service,0.08294091775751249
2175,71,95.5,No,Fiber optic,Two year,Yes,0.18816654925802692
2176,50,84.15,No,DSL,One year,Yes,0.21525422195710192
2177,56,103.2,No,Fiber optic,Two year,Yes,0.2024065709516863
2178,2,50.2,No,DSL,Month-to-month,Yes,0.5628142151800757
2179,2,88.55,No,Fiber optic,Month-to-month,No,0.841289461377661
2180,24,54.75,Yes,DSL,Month-to-month,No,0.4231376529227533
2181,46,19.95,No internet service,No,Two year,No internet service,0.027031908001671406
2182,71,116.25,Yes,Fiber optic,Two year,Yes,0.12752245853692779
2183,29,31.2,No,DSL,Month-to-month,Yes,0.37039607941867403
2184,69,24.45,No internet service,No,Two year,No internet service,0.01655450945948861
2185,71,84.2,No,DSL,Two year,Yes,0.07730842685121507
2186,1,91.3,No,Fiber optic,Month-to-month,No,0.8492737682216297
2187,56,85.65,Yes,DSL,Two year,Yes,0.045916593987513396
2188,56,21.2,No internet service,No,One year,No internet service,0.07618672777718162
